period,time_step,WindOffshore,WindOnshore,Price,Solar
2,1,0.0,0.0462734198064649,35.4,0.006746626686656672
2,2,0.0,0.059141445336627546,31.98,0.006746626686656672
2,3,0.0,0.07278155239859996,30.5,0.005140286999357464
2,4,0.0,0.08992176240477662,28.79,0.003105590062111801
2,5,0.0,0.10474572781552399,28.42,0.0017134289997858213
2,6,0.0,0.11246654313362157,28.75,0.0017134289997858213
2,7,0.0,0.12955528103767758,34.16,0.0016063396872992076
2,8,0.0,0.1403644224830142,42.07,0.0016063396872992076
2,9,0.0,0.1534898085237801,44.89,0.003855215249518098
2,10,0.0,0.1722771257978176,45.26,0.068215892053973
2,11,0.0,0.19096149886761377,45.57,0.19800813878774898
2,12,0.0,0.18740992382128885,45.09,0.2908545727136432
2,13,0.0,0.1704756022235948,45.16,0.3589633754551296
2,14,0.0,0.16903438336421658,44.9,0.38819875776397517
2,15,0.0,0.16898291126209594,44.06,0.3938744913257657
2,16,0.0,0.17253448630842083,43.94,0.3694581280788177
2,17,0.0,0.17052707432571546,44.37,0.27500535446562435
2,18,0.0,0.17387276096355775,46.05,0.10505461554936818
2,19,0.0,0.1832921556516368,46.72,0.016920111372884985
2,20,0.0,0.19188799670578546,46.11,0.0049261083743842365
2,21,0.0,0.20429277331686227,43.7,0.0022488755622188904
2,22,0.0,0.21849907350216183,42.0,0.0022488755622188904
2,23,0.0,0.223337451101503,38.6,0.0022488755622188904
2,24,0.0,0.22308009059089973,33.39,0.0022488755622188904
3,1,0.0,0.21937409923821288,32.05,0.0022488755622188904
3,2,0.0,0.20980028824377187,30.75,0.0022488755622188904
3,3,0.0,0.20336627547869054,29.97,0.0022488755622188904
3,4,0.0,0.20449866172534487,29.8,0.0022488755622188904
3,5,0.0,0.21108709079678814,29.74,0.0022488755622188904
3,6,0.0,0.20238830553839818,29.87,0.0022488755622188904
3,7,0.0,0.18972616841671813,31.21,0.0022488755622188904
3,8,0.0,0.18421865348980854,36.73,0.0022488755622188904
3,9,0.0,0.16877702285361335,42.9,0.005889912186763761
3,10,0.0,0.1406732550957381,46.0,0.06543156992932106
3,11,0.0,0.1148342598311715,47.23,0.16609552366673805
3,12,0.0,0.0888923203623636,46.03,0.2710430499036196
3,13,0.0,0.0814803376569899,44.9,0.328335832083958
3,14,0.0,0.09053942763022442,44.44,0.35393017776825875
3,15,0.0,0.10417953469219683,41.19,0.32394517027200687
3,16,0.0,0.11138562898908791,39.5,0.26815163846648105
3,17,0.0,0.1230697961704756,39.5,0.16009852216748768
3,18,0.0,0.1447395511632695,43.51,0.04240736774469908
